"iGEM_ID";"Uniprot_id";"Part_Locus";"Protein_Locus"
"BBa_K398401";"O58268";"1---351";"1---117"
"BBa_K399000";"Q9U6Y8";"16---666";"5---221"
"BBa_K399001";"Q9U6Y8";"34---678";"7---221"
"BBa_K399002";"Q9U6Y8";"16---666";"5---221"
"BBa_K401001";"P06536";"1320---2336";"189---527"
"BBa_K407015";"P0AEX9";"9---1106";"27---392"
"BBa_K411100";"P60843";"1---1170";"17---406"
"BBa_K411101";"P60843";"502---1146";"17---231"
"BBa_K411102";"Q5R5F5";"277---801";"232---406"
"BBa_K411103";"A5A6N4";"493---1137";"17---231"
"BBa_K411104";"Q5R5F5";"247---771";"232---406"
"BBa_K411201";"P42212";"4---717";"1---238"
"BBa_K411202";"P42212";"4---717";"1---238"
"BBa_K411207";"P42212";"1---714";"1---238"
"BBa_K411208";"Q9U6Y8";"1---663";"1---221"
"BBa_K412004";"P17051";"1---2646";"1---882"
"BBa_K415500";"P12643";"24---1211";"1---396"
"BBa_K415501";"Q13950";"112---1575";"34---521"
"BBa_K415502";"Q5R6H7";"18---1412";"1---465"
"BBa_K415503";"P04483";"813---1433";"1---207"
"BBa_K415503";"P42212";"24---737";"1---238"
"BBa_K415504";"P00557";"1129---2142";"1---337"
"BBa_K415504";"P04483";"364---981";"1---206"
"BBa_K415505";"P19793";"2337---3647";"26---462"
"BBa_K415505";"P34021";"354---2276";"238---878"
"BBa_K417000";"Q3YXS9";"1---1152";"1---384"
"BBa_K417001";"P37821";"1---1287";"3---431"
"BBa_K417002";"P05116";"1---945";"1---315"
"BBa_K418007";"P29465";"1---3495";"1---1165"
"BBa_K419006";"Q0VKZ3";"19---1230";"1---404"
"BBa_K419008";"Q0VKZ2";"19---540";"1---174"
"BBa_K422003";"P07330";"16---1062";"1---349"
"BBa_K422004";"P07330";"16---1059";"2---349"
"BBa_K422005";"P07364";"16---873";"1---286"
"BBa_K422006";"P07364";"16---870";"2---286"
"BBa_K422007";"P0AE69";"16---402";"1---129"
"BBa_K422008";"P0AE69";"16---402";"1---129"
"BBa_K422009";"P04483";"19---639";"1---207"
"BBa_K422010";"Q325G5";"16---438";"1---141"
"BBa_K422011";"P0A9X8";"16---1053";"2---347"
"BBa_K422012";"O80536";"104---376";"10---100"
"BBa_K422013";"P14713";"131---1939";"19---621"
"BBa_K426003";"Q46731";"6---1430";"2---476"
"BBa_K426012";"P14870";"63---593";"407---583"
"BBa_K426013";"P14870";"63---593";"407---583"
"BBa_K431005";"P26140";"1---1032";"1---344"
"BBa_K431006";"P45353";"1---2514";"1---838"
"BBa_K431010";"O74685";"133---1251";"7---379"
"BBa_K497001";"Q9RZA4";"1---2226";"1---742"
"BBa_K497005";"P72849";"1---720";"1---240"
"BBa_K499595";"P12748";"1443---7";"1---479"
"BBa_K499999";"P12748";"1---1437";"1---479"
"BBa_K510033";"P04483";"1---621";"1---207"
"BBa_K510033";"P40381";"628---819";"265---328"
"BBa_K510035";"P40381";"1---984";"1---328"
"BBa_K511201";"P03049";"1---249";"1---83"
"BBa_K511202";"P04483";"325---945";"1---207"
"BBa_K511202";"P62943";"1---324";"1---108"
"BBa_K511203";"P04483";"1---621";"1---207"
"BBa_K511204";"P03023";"1---1080";"1---360"
"BBa_K511205";"P03023";"1---1080";"1---360"
"BBa_K511205";"P21506";"1174---1464";"1---97"
"BBa_K511206";"P03023";"1---1080";"1---360"
"BBa_K511207";"P04386";"244---681";"1---146"
"BBa_K511600";"P15116";"1---2718";"1---906"
"BBa_K511601";"P15116";"3---2720";"1---906"
"BBa_K511700";"P04517";"4---651";"2040---2255"
"BBa_K511701";"Q5RCR4";"7---1233";"1---409"
"BBa_K512000";"P38036";"1---2664";"1---888"
"BBa_K512001";"P76632";"1502---1981";"1---160"
"BBa_K512001";"Q46896";"4367---5281";"1---305"
"BBa_K512001";"Q46897";"3752---4348";"1---199"
"BBa_K512001";"Q46898";"3091---3762";"1---224"
"BBa_K512001";"Q46899";"1997---3085";"1---363"
"BBa_K512001";"Q46901";"1---1506";"1---502"
"BBa_K518003";"Q3YUU1";"66---671";"1---202"
"BBa_K518005";"P0A9H9";"119---709";"1---197"
"BBa_K523003";"P25718";"5---2032";"1---676"
"BBa_K523004";"P33363";"5---2299";"1---765"
"BBa_K523008";"O30611";"5---775";"1---257"
"BBa_K523009";"P07986";"8---1336";"42---484"
"BBa_K523011";"P07984";"11---1261";"33---449"
"BBa_K523012";"P42212";"8---721";"1---238"
"BBa_K523013";"O30611";"632---1402";"1---257"
"BBa_K523013";"P42212";"1616---2323";"3---238"
"BBa_K523024";"P07986";"1---1437";"1---478"
"BBa_K523026";"P00944";"1---1320";"1---440"
"BBa_K523028";"O30611";"5---775";"1---257"
"BBa_K523028";"P33363";"977---3271";"1---765"
"BBa_K523029";"O30611";"5---775";"1---257"
"BBa_K523030";"O30611";"5---775";"1---257"
"BBa_K523030";"P07986";"980---2308";"42---484"
"BBa_K523031";"O30611";"5---775";"1---257"
"BBa_K523031";"P25718";"977---3004";"1---676"
"BBa_K524100";"P28246";"1---1188";"1---396"
"BBa_K525009";"P15042";"2407---4416";"2---671"
"BBa_K525010";"P15042";"3199---5208";"2---671"
"BBa_K525306";"P42212";"2407---3120";"1---238"
"BBa_K525311";"P08659";"2407---4020";"2---539"
"BBa_K525312";"P28861";"2407---3147";"2---248"
"BBa_K525411";"P08659";"3199---4812";"2---539"
"BBa_K525412";"P28861";"3199---3939";"2---248"
"BBa_K525562";"P28861";"71---811";"2---248"
"BBa_K525582";"P28861";"71---811";"2---248"
"BBa_K525710";"P15042";"34---2046";"1---671"
"BBa_K525730";"P15042";"34---2046";"1---671"
"BBa_K525740";"P15042";"10---2019";"2---671"
"BBa_K526001";"P0A3T5";"1077---1535";"1---153"
"BBa_K526001";"P0A460";"284---1045";"1---254"
"BBa_K526002";"P42212";"111---824";"1---238"
"BBa_K527000";"Q9FLC8";"40---1569";"20---529"
"BBa_K527001";"Q9FLC8";"40---1569";"20---529"
"BBa_K527002";"O81345";"1---1557";"24---542"
"BBa_K530000";"Q7Z859";"1---2019";"1---673"
"BBa_K530025";"Q9FLP9";"1---1293";"1---431"
"BBa_K530026";"Q93VR3";"1---1131";"1---377"
"BBa_K530027";"Q9M8S8";"1---813";"1---271"
"BBa_K531001";"P35828";"1---357";"908---1026"
"BBa_K531003";"P0C0Q2";"833---3";"6---282"
"BBa_K531006";"P0C0Q2";"347---865";"110---282"
"BBa_K533006";"Q9U6Y8";"230---874";"7---221"
"BBa_K533007";"P07017";"1---1659";"1---553"
"BBa_K535006";"P94692";"167---3856";"1---1230"
"BBa_K537007";"P0A9H9";"17---607";"1---197"
"BBa_K539119";"P21687";"1---1146";"1---382"
"BBa_K539413";"Q9S3U8";"1---1092";"1---364"
"BBa_K539513";"Q9S3U9";"65---541";"22---180"
"BBa_K539711";"P05793";"1---1473";"1---491"
"BBa_K539712";"P05791";"1---1848";"1---616"
"BBa_K539713";"Q04789";"4---1713";"1---570"
"BBa_K542010";"O66529";"1---462";"1---154"
"BBa_K542011";"P06622";"1---921";"1---307"
"BBa_K543000";"P09120";"1---411";"1---137"
"BBa_K543002";"P09120";"1---411";"1---137"
"BBa_K545103";"P0A2Q9";"1---432";"1---144"
"BBa_K549024";"P42699";"1---501";"1---167"
"BBa_K549025";"P42699";"1---501";"1---167"
"BBa_K553000";"P33905";"19---720";"1---234"
"BBa_K553001";"P33904";"1---636";"1---212"
"BBa_K553020";"P62594";"67---570";"24---191"
"BBa_K554002";"P08715";"1---180";"965---1024"
"BBa_K554003";"P0ACS4";"16---477";"1---154"
"BBa_K554004";"P22301";"13---498";"17---178"
"BBa_K554005";"P29460";"16---999";"1---328"
"BBa_K554006";"P40719";"694---2040";"1---449"
"BBa_K554006";"P52076";"16---666";"1---217"
"BBa_K554007";"Q47258";"16---2079";"1---688"
"BBa_K554008";"P09986";"16---1449";"1---478"
"BBa_K554009";"P02930";"115---1533";"21---493"
"BBa_K557000";"P0A9H9";"1---588";"2---197"
"BBa_K558008";"Q41635";"1---969";"60---382"
"BBa_K558009";"P72965";"1---1029";"1---343"
"BBa_K559000";"P15647";"1---639";"1---213"
"BBa_K559001";"P15647";"89---727";"1---213"
"BBa_K562003";"P0A1C7";"119---400";"1---94"
"BBa_K562003";"P37449";"511---1209";"1---233"
"BBa_K562006";"P0A1D1";"673---1020";"1---116"
"BBa_K562007";"P0A1C7";"119---400";"1---94"
"BBa_K562007";"P0A1D1";"1806---2153";"1---116"
"BBa_K562007";"P37449";"511---1209";"1---233"
"BBa_K562008";"P0A1C7";"119---400";"1---94"
"BBa_K562008";"P0A1D1";"1806---2144";"1---113"
"BBa_K562008";"P37449";"511---1209";"1---233"
"BBa_K562009";"P0A1C7";"119---400";"1---94"
"BBa_K562009";"P0A1D1";"1806---2144";"1---113"
"BBa_K562009";"P37449";"511---1209";"1---233"
"BBa_K562010";"Q9U6Y8";"215---859";"7---221"
"BBa_K562011";"Q9U6Y8";"275---919";"7---221"
"BBa_K562012";"P42212";"185---895";"2---238"
"BBa_K562013";"P42212";"245---955";"2---238"
"BBa_K562014";"P0ABD3";"245---715";"2---158"
"BBa_K562015";"Q8L5K3";"257---1906";"57---606"
"BBa_K562016";"P00944";"251---1561";"4---440"
"BBa_K562017";"P0AC40";"287---1720";"1---478"
"BBa_K562019";"P42212";"245---955";"2---238"
"BBa_K563010";"P32600";"583---8004";"1---2474"
"BBa_K563011";"P32600";"583---8004";"1---2474"
"BBa_K563012";"P32600";"583---8004";"1---2474"
"BBa_K563013";"P32600";"583---8004";"1---2474"
"BBa_K563014";"P32600";"583---8004";"1---2474"
"BBa_K563015";"P32600";"583---8004";"1---2474"
"BBa_K563016";"P32600";"583---8004";"1---2474"
"BBa_K563030";"P00552";"4384---5175";"1---264"
"BBa_K563030";"P32600";"876---3359";"1---828"
"BBa_K563030";"P62594";"5196---6053";"1---286"
"BBa_K563031";"P00552";"3838---4629";"1---264"
"BBa_K563031";"P32600";"330---2813";"1---828"
"BBa_K563031";"P62594";"4650---5507";"1---286"
"BBa_K563032";"P32600";"196---3000";"748---1690"
"BBa_K563032";"P62594";"4838---5695";"1---286"
"BBa_K563033";"P32600";"270---2678";"1672---2474"
"BBa_K563034";"P32600";"196---3000";"748---1690"
"BBa_K563034";"P62594";"4838---5695";"1---286"
"BBa_K563035";"P32600";"270---2678";"1672---2474"
"BBa_K563036";"P32600";"270---2678";"1672---2474"
"BBa_K563037";"P32600";"270---2678";"1672---2474"
"BBa_K563051";"P32600";"709---8130";"1---2474"
"BBa_K566007";"P06555";"1---384";"1---128"
"BBa_K566008";"P03049";"1---249";"1---83"
"BBa_K566010";"P06555";"423---40";"1---128"
"BBa_K566012";"P03034";"1---711";"1---237"
"BBa_K566021";"Q55891";"1---744";"1---248"
"BBa_K566022";"P72849";"1---720";"1---240"
"BBa_K566038";"P03034";"750---40";"1---237"
"BBa_K569007";"P0A9H9";"1---591";"2---197"
"BBa_K569011";"P11362";"25---792";"120---377"
"BBa_K569017";"P0AE69";"16---402";"1---129"
"BBa_K571000";"Q76KJ8";"1---4650";"1---1550"
"BBa_K571003";"P37718";"3---3890";"7---1302"
"BBa_K571003";"P37719";"3893---4360";"1---156"
"BBa_K572005";"Q9F7P4";"1---747";"1---249"
"BBa_K572009";"Q9JJS6";"1---1698";"1---566"
"BBa_K576001";"P42212";"1---471";"1---157"
"BBa_K576002";"P42212";"2---256";"154---238"
"BBa_K581007";"P42212";"22---735";"1---238"
"BBa_K581012";"P00573";"212---2857";"2---883"
"BBa_K581013";"P00573";"84---2729";"2---883"
"BBa_K582001";"Q03JI6";"1---4164";"1---1388"
"BBa_K584021";"P06620";"1---3600";"1---1200"
"BBa_K587001";"Q3YYG4";"1---1059";"1---353"
"BBa_K588000";"Q3YU01";"1---324";"1---108"
"BBa_K590015";"P42212";"68---781";"1---238"
"BBa_K590016";"P42212";"68---781";"1---238"
"BBa_K590020";"P62580";"1821---1165";"1---219"
"BBa_K590031";"Q54764";"1---693";"1---231"
"BBa_K590032";"Q54765";"1---1023";"1---341"
"BBa_K590033";"B2J1M1";"1---696";"1---232"
"BBa_K590034";"O07600";"1---969";"1---323"
"BBa_K590037";"Q54764";"1---693";"1---231"
"BBa_K590038";"Q54764";"1---693";"1---231"
"BBa_K590039";"Q54764";"1---693";"1---231"
"BBa_K590040";"Q54764";"1---693";"1---231"
"BBa_K590041";"Q54764";"1---693";"1---231"
"BBa_K590051";"Q54764";"1054---1746";"1---231"
"BBa_K590051";"Q54765";"1---1023";"1---341"
"BBa_K590052";"Q54764";"1---693";"1---231"
"BBa_K590052";"Q54765";"724---1746";"1---341"
"BBa_K590059";"P12748";"19---1455";"1---479"
"BBa_K590060";"Q9S3Z2";"19---888";"1---290"
"BBa_K590061";"P24272";"19---1152";"1---378"
"BBa_K592005";"P23221";"1---615";"1---205"
"BBa_K592009";"Q95P04";"1---663";"1---221"
"BBa_K592101";"P42212";"1---714";"1---238"
"BBa_K593003";"O02372";"1---372";"30---153"
"BBa_K593004";"P22869";"64---1581";"22---527"
"BBa_K593005";"P18798";"1---1167";"1---389"
"BBa_K593006";"P11987";"1---510";"1---170"
"BBa_K593007";"P18797";"1---423";"1---141"
"BBa_K593008";"P22868";"1---1044";"1---348"
"BBa_K593010";"P22867";"1---309";"1---103"
"BBa_K594002";"P30125";"1---1089";"1---363"
"BBa_K594007";"O54451";"1---633";"1---211"
"BBa_K594008";"O54452";"139---696";"50---235"
"BBa_K597101";"P42212";"1---714";"1---238"
"BBa_K597102";"Q9S3V1";"1---1254";"1---418"
"BBa_K597103";"Q9S3V0";"1---2994";"1---998"
"BBa_K598018";"P02981";"25---1209";"2---396"
"BBa_K598018";"P42212";"1267---1980";"1---238"
"BBa_K602000";"Q9RXY7";"1---984";"1---328"
"BBa_K602001";"O32504";"1---900";"1---300"
"BBa_K602003";"P42443";"1---1023";"1---341"
"BBa_K603000";"Q9F7P4";"76---771";"18---249"
"BBa_K603001";"Q9F7P4";"76---771";"18---249"
"BBa_K603002";"Q9F7P4";"76---771";"18---249"
"BBa_K606016";"P00573";"1---2649";"1---883"
"BBa_K606024";"P04483";"127---747";"1---207"
"BBa_K606024";"P42212";"763---1476";"1---238"
"BBa_K606025";"P04483";"4---624";"1---207"
"BBa_K606025";"P42212";"640---1353";"1---238"
"BBa_K606032";"P00573";"1---2649";"1---883"
"BBa_K606043";"P42212";"1---714";"1---238"
"BBa_K606046";"P16497";"1---1818";"1---606"
"BBa_K606052";"P16497";"126---1943";"1---606"
"BBa_K609003";"P42708";"103---837";"1---245"
"BBa_K609004";"P42708";"190---924";"1---245"
"BBa_K611060";"P03034";"1---711";"1---237"
"BBa_K612008";"P0ADA1";"1---624";"1---208"
"BBa_K613013";"P04483";"1---621";"1---207"
"BBa_K613014";"P04483";"1---621";"1---207"
"BBa_K613015";"P04483";"1---621";"1---207"
"BBa_K613016";"P04483";"1---621";"1---207"
"BBa_K613017";"P04483";"1---621";"1---207"
"BBa_K613018";"P04483";"1---621";"1---207"
"BBa_K613020";"P04483";"1---621";"1---207"
"BBa_K613021";"P04483";"1---621";"1---207"
"BBa_K613022";"P04483";"1---621";"1---207"
"BBa_K613023";"P04483";"1---621";"1---207"
"BBa_K615001";"Q83PM8";"3---269";"2---90"
"BBa_K615004";"P03962";"840---1640";"1---267"
"BBa_K615004";"P06633";"130---789";"1---220"
"BBa_K620000";"Q93113";"1---627";"1---209"
"BBa_K620001";"P14779";"1---3147";"1---1049"
"BBa_K624001";"P04483";"1---621";"1---207"
"BBa_K624001";"P42212";"715---1428";"1---238"
"BBa_K624006";"P27652";"1090---2022";"1---311"
"BBa_K624006";"P42212";"4---717";"1---238"
"BBa_K624007";"P27652";"826---1758";"1---311"
"BBa_K624007";"P42212";"1---453";"88---238"
"BBa_K624008";"P27652";"844---1776";"1---311"
"BBa_K624008";"P42212";"4---468";"1---157"
"BBa_K624009";"P42212";"4---717";"1---238"
"BBa_K624011";"P42212";"1---243";"158---238"
"BBa_K624025";"P42212";"61---774";"1---238"
"BBa_K624026";"P42212";"52---300";"156---238"
"BBa_K624033";"B7MK73";"1---693";"1---231"
"BBa_K624049";"B7MK73";"38---730";"1---231"
"BBa_K624050";"B7MK73";"29---721";"1---231"
"BBa_K626005";"O44960";"450---941";"160---323"
"BBa_K626005";"P04386";"4---441";"2---147"
"BBa_K627006";"P69169";"207---656";"275---424"
"BBa_K627007";"P69169";"52---501";"275---424"
"BBa_K627016";"P04517";"3---728";"2038---2279"
"BBa_K627017";"P03303";"3---548";"1538---1719"
"BBa_K629003";"P0A9H9";"1---591";"1---197"
"BBa_K629004";"P0A9H9";"1---591";"1---197"
"BBa_K629005";"Q1R4I5";"1---1866";"1---622"
"BBa_K629006";"Q1R4I5";"1---1866";"1---622"
"BBa_K631005";"Q04573";"1---1146";"1---382"
"BBa_K631006";"P21555";"1---1146";"1---382"
"BBa_K631007";"P18762";"1---1254";"1---418"
"BBa_K631008";"P08482";"1---1380";"1---460"
"BBa_K631009";"P58307";"1---1215";"1---405"
"BBa_K631039";"Q51948";"1---609";"1---203"
"BBa_K632001";"O30611";"343---1113";"1---257"
"BBa_K632001";"P42212";"1396---2109";"1---238"
"BBa_K632002";"O30611";"343---1113";"1---257"
"BBa_K633000";"A3DDN1";"7---1830";"42---649"
"BBa_K633001";"Q6B6R8";"82---876";"382---646"
"BBa_K633002";"A3DDN1";"15---1907";"10---649"
"BBa_K633003";"P0DJA4";"1---1239";"1---413"
"BBa_K634006";"P17051";"15---2660";"1---882"
"BBa_K639001";"P0AG23";"21---2252";"1---744"
"BBa_K640000";"P27652";"1---930";"1---310"
"BBa_K641005";"P15795";"1---630";"1---210"
"BBa_K641006";"P03034";"1---705";"3---237"
"BBa_K642000";"P04483";"1---621";"1---207"
"BBa_K642001";"P03023";"1---1080";"1---360"
"BBa_K642002";"P03034";"1---708";"2---237"
"BBa_K642003";"Q3YUU1";"1---603";"2---202"
"BBa_K642004";"P04483";"1---621";"1---207"
"BBa_K642005";"P03023";"1---1080";"1---360"
"BBa_K642006";"P03034";"1---708";"2---237"
"BBa_K644001";"P46593";"1490---2365";"330---621"
"BBa_K648011";"P06622";"1---918";"2---307"
"BBa_K648012";"A7ZI91";"1---225";"2---76"
"BBa_K648013";"P42212";"4---705";"3---236"
"BBa_K648028";"P03040";"1---198";"1---66"
"BBa_K648031";"P03034";"19---729";"1---237"
"BBa_K648032";"P03034";"22---732";"1---237"
"BBa_K648033";"P03034";"21---731";"1---237"
"BBa_K649102";"P77432";"1055---2644";"1---530"
"BBa_K649300";"P39138";"3---890";"1---296"
"BBa_K649302";"P39138";"3---890";"1---296"
"BBa_K649400";"Q50L36";"76---1860";"1---595"
"BBa_K650000";"Q9RTP8";"49---1308";"17---436"
"BBa_K650001";"Q9RS64";"52---621";"18---207"
"BBa_K650002";"Q9RZN1";"91---723";"31---241"
"BBa_K650003";"Q9RXY7";"1---984";"1---328"
"BBa_K650004";"O32504";"1---900";"1---300"
"BBa_K650005";"P42443";"1---1023";"1---341"
"BBa_K650007";"B1J0M7";"1---609";"1---203"
"BBa_K650008";"Q32HA1";"1---1008";"1---336"
"BBa_K650009";"P24554";"1---1380";"1---460"
"BBa_K650010";"P0C0L3";"1---429";"1---143"
"BBa_K650011";"P0A865";"1---504";"1---168"
"BBa_K653000";"Q51559";"35---919";"1---295"
"BBa_K654058";"P0ADA1";"1---624";"1---208"
"BBa_K654059";"P69451";"1---1683";"1---561"
"BBa_K654062";"Q55687";"1---1020";"1---340"
"BBa_K654063";"Q55688";"1---693";"1---231"
"BBa_K656011";"P30000";"7---1251";"1---415"
"BBa_K656012";"P30000";"394---1638";"1---415"
"BBa_K656012";"P42212";"1676---2389";"1---238"
"BBa_K660200";"P82615";"5---631";"20---228"
"BBa_K660201";"P0AA30";"16---342";"1---109"
"BBa_K660201";"P82615";"496---1020";"20---194"
"BBa_K660300";"Q9HWS0";"17---1258";"1---414"
"BBa_K670000";"P12748";"1---1437";"1---479"
"BBa_K676006";"P06229";"1---873";"1---291"
"BBa_K678035";"P17489";"1047---2153";"241---609"
"BBa_K678040";"O13410";"604---1278";"54---278"
"BBa_K678041";"O13410";"963---1637";"54---278"
"BBa_K678042";"P00557";"323---1345";"1---341"
"BBa_K678044";"P17493";"502---873";"1---124"
"BBa_K678045";"Q9UUZ9";"1079---1723";"113---327"
"BBa_K726004";"P0C080";"1---237";"1---79"
"BBa_K726006";"P69346";"1---249";"1---83"
"BBa_K726011";"P69346";"136---384";"1---83"
"BBa_K726012";"P69346";"130---378";"1---83"
"BBa_K726014";"P69349";"138---389";"1---84"
"BBa_K726015";"Q9S3V0";"1272---4265";"1---998"
"BBa_K726015";"Q9S3V1";"1---1203";"1---401"
"BBa_K726016";"Q9S3V0";"1407---4400";"1---998"
"BBa_K726016";"Q9S3V1";"136---1338";"1---401"
"BBa_K726017";"Q9S3U8";"1---1119";"1---373"
"BBa_K726017";"Q9S3U9";"1209---2432";"22---429"
"BBa_K726018";"Q9S3U8";"136---1254";"1---373"
"BBa_K726018";"Q9S3U9";"1344---2567";"22---429"
"BBa_K729002";"P36649";"1---1548";"1---516"
"BBa_K729003";"P0ABK7";"33---482";"2---151"
"BBa_K729003";"P0AE95";"1005---1391";"1---129"
"BBa_K729003";"P0AEA2";"1862---2692";"1---277"
"BBa_K729004";"P00644";"10---558";"40---231"
"BBa_K730002";"Q9HYL2";"1---1908";"1---636"
"BBa_K731000";"P0A9D7";"15---833";"1---273"
"BBa_K731010";"P0A9D7";"15---833";"1---273"
"BBa_K731480";"P03023";"1083---4";"1---360"
"BBa_K731480";"P42212";"2478---3191";"1---238"
"BBa_K732000";"P0DN86";"7---501";"1---165"
"BBa_K732001";"P0DN86";"1---495";"1---165"
"BBa_K733005";"P49001";"92---433";"280---393"
"BBa_K733006";"P49001";"120---455";"282---393"
"BBa_K733008";"Q02114";"1---954";"1---318"
"BBa_K737002";"P0A6A3";"1---1200";"1---400"
"BBa_K737003";"P0A7B1";"1---2058";"1---688"
"BBa_K737008";"P0A3G1";"1---216";"1---72"
"BBa_K737008";"P42212";"249---962";"1---238"
"BBa_K737009";"P42212";"534---1247";"1---238"
"BBa_K737016";"P0A3G1";"1---216";"1---72"
"BBa_K737021";"P42212";"598---1131";"1---178"
"BBa_K737022";"P42212";"483---1196";"1---238"
"BBa_K737066";"P42212";"4---711";"3---238"
"BBa_K737071";"P08400";"1---1293";"1---431"
"BBa_K738004";"P03612";"505---894";"1---130"
"BBa_K738004";"P42212";"4---474";"1---157"
"BBa_K738005";"P42212";"7---249";"158---238"
"BBa_K738006";"P42212";"4---474";"1---157"
"BBa_K738007";"P42212";"7---249";"158---238"
"BBa_K741005";"P03040";"1---198";"1---66"
"BBa_K741005";"P42212";"214---927";"1---238"
"BBa_K748000";"P0A0I6";"1---624";"31---238"
"BBa_K748002";"P10547";"4---735";"250---493"
"BBa_K748003";"P0AA89";"1---1380";"1---460"
"BBa_K749004";"Q3Z549";"1---273";"1---91"
"BBa_K749005";"P46154";"1---1197";"1---399"
"BBa_K759004";"P14611";"1---1179";"1---393"
"BBa_K759005";"P14697";"1---738";"1---246"
"BBa_K759014";"P39180";"1---3117";"1---1039"
"BBa_K762001";"Q8L5K3";"66---1724";"53---606"
"BBa_K762002";"P42212";"42---755";"1---238"
"BBa_K764000";"Q4KXC9";"1---762";"1---254"
"BBa_K764002";"Q58YV9";"1---906";"1---302"
"BBa_K764009";"Q58YV9";"1---906";"1---302"
"BBa_K764022";"P0C0H0";"1---1257";"1---419"
"BBa_K769002";"P0AEJ5";"1---684";"223---450"
"BBa_K769004";"P0AEJ5";"994---1761";"195---450"
"BBa_K769004";"P42196";"1---669";"1---223"
"BBa_K769100";"P24113";"1---1071";"1---346"
"BBa_K769101";"P41302";"1---918";"1---306"
"BBa_K769102";"P12744";"2417---3400";"1---318"
"BBa_K769102";"P19841";"37---1434";"23---488"
"BBa_K769102";"P41302";"1450---2367";"1---306"
"BBa_K769103";"P12744";"2595---3578";"1---318"
"BBa_K769103";"P19841";"37---1434";"23---488"
"BBa_K769103";"P24113";"1475---2545";"1---346"
"BBa_K769200";"Q3Z127";"1---588";"1---196"
"BBa_K769201";"Q3YXK0";"1---651";"1---217"
"BBa_K769203";"P0AFU9";"1---639";"1---213"
"BBa_K769205";"P0AG43";"1---939";"1---313"
"BBa_K771101";"P62594";"79---936";"1---286"
"BBa_K771102";"Q3YY32";"49---921";"1---291"
"BBa_K771103";"Q61234";"79---363";"77---171"
"BBa_K771105";"Q95107";"58---285";"202---277"
"BBa_K771107";"Q63768";"55---219";"136---190"
"BBa_K771111";"P03630";"51---413";"1---127"
"BBa_K771112";"P03612";"49---438";"1---130"
"BBa_K771113";"P42212";"49---519";"1---157"
"BBa_K771114";"P42212";"52---291";"159---238"
"BBa_K771301";"P0ADA1";"40---645";"7---208"
"BBa_K771302";"P0AEK3";"22---753";"1---244"
"BBa_K771303";"P0AEK6";"22---807";"1---262"
"BBa_K771304";"Q3Z5H8";"43---474";"8---151"
"BBa_K775001";"Q9QY00";"332---1111";"50---306"
"BBa_K775002";"P47890";"152---1099";"2---303"
"BBa_K775003";"Q18807";"275---1060";"37---298"
"BBa_K777000";"P07017";"1---1659";"1---553"
"BBa_K777100";"P0ABZ0";"354---767";"1---138"
"BBa_K777109";"P04949";"1---1494";"1---498"
"BBa_K777113";"P09348";"1---828";"20---295"
"BBa_K777117";"P0AF06";"1---924";"1---308"
"BBa_K777121";"P37646";"1---765";"1---255"
"BBa_K778001";"P19323";"1---2076";"1---692"
"BBa_K778002";"P19323";"1---2076";"1---692"
"BBa_K779305";"P04483";"7---627";"1---207"
"BBa_K779308";"P04483";"7---627";"1---207"
"BBa_K782004";"P14727";"150---2438";"153---949"
